"","Jdate","basin_id","term","estimate","std.error","statistic.x","p.value.x","r.squared","adj.r.squared","sigma","statistic.y","p.value.y","df","logLik","AIC","BIC","deviance","df.residual","nobs"
"184",92,"ShopeFork","regression coefficient",0.0375498514910424,0.0012973487173386,28.9435299771003,9.55788475902168e-21,0.971022150550497,0.969863036572516,69.9848862508308,NA,NA,NA,-146.837794601235,297.675589202471,300.191782278514,122447.107588543,25,26
"185",93,"BallCreek","regression coefficient",0.0310268357564996,0.000938120948851235,33.0733854675063,1.42726114195285e-17,0.983810748750631,0.982911345903443,110.203722783618,NA,NA,NA,-115.790476414882,235.580952829763,237.469830788096,218607.489276632,18,19
"186",93,"ShopeFork","regression coefficient",0.0368732451237855,0.00121915479615223,30.2449247955724,3.27799967281686e-21,0.973397335113873,0.972333228518428,65.7667507514093,NA,NA,NA,-145.221507067494,294.443014134987,296.95920721103,108131.63760995,25,26
"187",94,"BallCreek","regression coefficient",0.0301210916098256,0.000911238129605974,33.0551264605776,1.4412985166488e-17,0.983793148501542,0.982892767862739,107.045721927358,NA,NA,NA,-115.238058496382,234.476116992765,236.364994951098,206258.158493088,18,19
"188",94,"ShopeFork","regression coefficient",0.0361053638759564,0.00123079881577313,29.3349030022236,6.89524611562619e-21,0.971768527851874,0.970639268965949,66.3948820917194,NA,NA,NA,-145.468651983405,294.937303966811,297.453497042854,110207.009199333,25,26
"189",95,"BallCreek","regression coefficient",0.029905059498223,0.00103686220807332,28.8418839700909,1.60622835169791e-16,0.978819898169127,0.97764322584519,121.803137946387,NA,NA,NA,-117.691909771782,239.383819543563,241.272697501896,267048.079444557,18,19
"190",95,"ShopeFork","regression coefficient",0.0358767981624786,0.00131743749495216,27.2322583044301,4.192336814808e-20,0.967388293820539,0.966083825573361,71.0685662186095,NA,NA,NA,-147.237306035282,298.474612070564,300.990805146607,126268.527609222,25,26
"191",96,"BallCreek","regression coefficient",0.0296297720374132,0.00102320243367489,28.9578787757532,1.49644249053323e-16,0.978985679449212,0.977818217196391,120.198485590062,NA,NA,NA,-117.439937564632,238.879875129263,240.768753087596,260058.166886599,18,19
"192",96,"ShopeFork","regression coefficient",0.0356064728945716,0.00131851380177608,27.0050058229261,5.13523036104711e-20,0.9668553850113,0.965529600411752,71.1266271004961,NA,NA,NA,-147.258538581583,298.517077163166,301.033270239209,126474.927067326,25,26
"193",97,"BallCreek","regression coefficient",0.029357416213841,0.00101029083573222,29.0583811864075,1.40771544286692e-16,0.979127761131683,0.977968192305665,118.681723639367,NA,NA,NA,-117.198654584808,238.397309169616,240.286187127949,253536.327468198,18,19
"194",97,"ShopeFork","regression coefficient",0.035337795125829,0.00132058504781973,26.7591967546287,6.40682423907326e-20,0.966264294654544,0.964914866440725,71.2383595258842,NA,NA,NA,-147.299349791212,298.598699582425,301.114892658468,126872.596698478,25,26
"195",98,"BallCreek","regression coefficient",0.0293790442316284,0.00106806130598514,27.5068894144896,3.70232165517405e-16,0.976763068762945,0.975472128138664,125.468184272857,NA,NA,NA,-118.255185607404,240.510371214807,242.39924917314,283360.774765098,18,19
"196",98,"ShopeFork","regression coefficient",0.0354434679852684,0.0013754650903472,25.7683515445103,1.59403309215725e-19,0.963715947958377,0.962264585876712,74.1988384490875,NA,NA,NA,-148.357993481201,300.715986962401,303.232180038444,137636.690679845,25,26
"197",99,"BallCreek","regression coefficient",0.0294029325003481,0.00112618207074642,26.1085070204148,9.26541437285161e-16,0.974273002901161,0.972843725284559,132.295794993594,NA,NA,NA,-119.261958976933,242.523917953866,244.412795912199,315039.192713765,18,19
"198",99,"ShopeFork","regression coefficient",0.0354987616935781,0.00142234963749429,24.9578308721019,3.44338916907963e-19,0.961413400698461,0.9598699367264,76.7280040120226,NA,NA,NA,-149.229468162907,302.458936325814,304.975129401857,147179.664991724,25,26
"199",100,"BallCreek","regression coefficient",0.0294288675780214,0.00115307080066421,25.5221687697487,3.63576587287576e-16,0.971657912139054,0.970166223304267,135.456071867379,NA,NA,NA,-126.038785618162,256.077571236325,258.069035783433,348618.60070907,19,20
"200",100,"ShopeFork","regression coefficient",0.0355562751624763,0.00146985256201223,24.1903685317933,7.29637932932173e-19,0.959028075794505,0.957389198826286,79.2905276608604,NA,NA,NA,-150.083618066525,304.16723613305,306.683429209093,157174.694418442,25,26
"201",101,"BallCreek","regression coefficient",0.0294572858968834,0.00121026999601617,24.3394333444997,8.73090085353849e-16,0.968924188892931,0.967288619887296,142.175501681998,NA,NA,NA,-127.007082156414,258.014164312828,260.005628859936,384063.59229203,19,20
"202",101,"ShopeFork","regression coefficient",0.0356160141100674,0.00151793752073481,23.4634256176935,1.51677975609861e-18,0.956561954580319,0.954824432763532,81.8844488800369,NA,NA,NA,-150.92056902242,305.841138044839,308.357331120882,167626.574209685,25,26
"203",102,"BallCreek","regression coefficient",0.0294879906887953,0.00126776160537737,23.2598862149778,2.01294356883741e-15,0.966072780009753,0.964287136852372,148.929282598935,NA,NA,NA,-127.935269317236,259.870538634471,261.862003181579,421418.693093236,19,20
"204",102,"ShopeFork","regression coefficient",0.0356777805810454,0.00156660603622393,22.7739327923447,3.09610829587105e-18,0.954014701834947,0.952175289908345,84.5098498034603,NA,NA,NA,-151.741103017903,307.482206035805,309.998399111848,178547.867845086,25,26
"205",103,"BallCreek","regression coefficient",0.0295210063094108,0.00132553413519508,22.2710268453902,4.4691686974232e-15,0.963106698456575,0.961164945743763,155.716064422254,NA,NA,NA,-128.826522700175,261.65304540035,263.644509947458,460702.361663958,19,20
"206",103,"ShopeFork","regression coefficient",0.0357422495240135,0.00161571050141774,22.1216916598925,6.19358309197801e-18,0.951396782770526,0.949452654081347,87.1587678353415,NA,NA,NA,-152.543548294568,309.087096589137,311.60328966518,189916.270264374,25,26
"207",104,"BallCreek","regression coefficient",0.029506131586317,0.00139086378579117,21.2142496538818,1.08789836229335e-14,0.959492106779627,0.957360112399607,163.390612976529,NA,NA,NA,-129.788712373251,263.577424746501,265.568889293609,507233.355768069,19,20
"208",104,"ShopeFork","regression coefficient",0.0357245255112658,0.00167724527259528,21.2995237458547,1.52473664747638e-17,0.947771920003091,0.945682796803214,90.4782330676082,NA,NA,NA,-153.515374475183,311.030748950365,313.546942026408,204657.766475911,25,26
"209",105,"BallCreek","regression coefficient",0.0299070200837239,0.00136272817962747,21.9464310864251,5.84869398003686e-15,0.962049020326448,0.96005160034363,160.085405101743,NA,NA,NA,-129.379986814395,262.75997362879,264.751438175898,486919.401605191,19,20
"210",105,"ShopeFork","regression coefficient",0.0361338811296954,0.0016440637393392,21.9783943074,7.23066084390233e-18,0.950792227068369,0.948823916151104,88.6882703540219,NA,NA,NA,-152.995851259495,309.991702518991,312.507895595034,196640.232459702,25,26
"211",106,"BallCreek","regression coefficient",0.0303151516585991,0.00133374144658204,22.7294066149682,3.07546424549025e-15,0.964527482500837,0.962660507895618,156.680211775937,NA,NA,NA,-128.949974929078,261.899949858155,263.891414405263,466425.086480898,19,20
"212",106,"ShopeFork","regression coefficient",0.0365510620160323,0.00164293209428465,22.2474575444623,1.57696655485485e-17,0.953752713622463,0.951825743356733,88.6250005853564,NA,NA,NA,-147.073538185043,298.147076370085,300.584828019822,188505.377490106,24,25
"213",107,"BallCreek","regression coefficient",0.030730611002176,0.00130393288487855,23.567632474457,1.58064154930228e-15,0.966923923134192,0.965183076983359,153.178474784552,NA,NA,NA,-128.49791258857,260.99582517714,262.987289724248,445809.257609112,19,20
"214",107,"ShopeFork","regression coefficient",0.0369745409601218,0.00160698160783867,23.0086895704122,7.28202511631779e-18,0.956631715110089,0.954824703239676,86.6857166104419,NA,NA,NA,-146.520416529537,297.040833059075,299.478584708811,180345.92314238,24,25
"215",108,"BallCreek","regression coefficient",0.031153572630315,0.00127330866649496,24.466630480158,7.93077175705445e-16,0.969236548627241,0.967617419607622,149.580919175773,NA,NA,NA,-128.022587956003,260.045175912006,262.036640459114,425114.576247914,19,20
"216",108,"ShopeFork","regression coefficient",0.0374052802426412,0.0015699796464173,23.8253281359413,3.26129292736968e-18,0.959435220687196,0.957745021549163,84.6897127195715,NA,NA,NA,-145.93804186828,295.876083736561,298.313835386297,172136.338572565,24,25
"217",109,"BallCreek","regression coefficient",0.0315841928122534,0.00124188835664486,25.4323930514839,3.88047515861567e-16,0.971463185354228,0.969961247741292,145.889843357446,NA,NA,NA,-127.522874507819,259.045749015639,261.037213562747,404393.081502341,19,20
"218",109,"ShopeFork","regression coefficient",0.0378434290086806,0.0015319169311791,24.7033166345077,1.41387497824876e-18,0.962160261390389,0.960583605614988,82.6364883824241,NA,NA,NA,-145.32447167252,294.64894334504,297.086694994777,163890.941092284,24,25
"219",110,"BallCreek","regression coefficient",0.0320226312764588,0.00120969919046984,26.4715654343964,1.84956962441842e-16,0.97360171686216,0.972212333539116,142.108446756091,NA,NA,NA,-126.997647233687,257.995294467374,259.986759014482,383701.402149144,19,20
"220",110,"ShopeFork","regression coefficient",0.0382891397104421,0.00149278710081391,25.6494309801886,5.92137637433467e-19,0.964803878170009,0.963337373093759,80.5257004496277,NA,NA,NA,-144.677598241504,293.355196483009,295.792948132745,155625.322389676,24,25
"221",111,"BallCreek","regression coefficient",0.0319730869995644,0.00128653438599263,24.8521044969159,5.9435691634889e-16,0.970155213213655,0.968584434961742,151.13460001631,NA,NA,NA,-128.229254332189,260.458508664377,262.449973211485,433991.679119709,19,20
"222",111,"ShopeFork","regression coefficient",0.0383401664040236,0.00154433302655117,24.8263591756795,1.26037559100408e-18,0.96252038597724,0.960958735392958,83.3062521927761,NA,NA,NA,-145.526278465915,295.05255693183,297.490308581567,166558.359705754,24,25
"223",112,"BallCreek","regression coefficient",0.0320852658160302,0.00132741087324678,24.1713145964755,9.92083804706777e-16,0.96850406488799,0.966846384092621,155.936532726768,NA,NA,NA,-128.854819379658,261.709638759316,263.701103306424,462007.842538084,19,20
"224",112,"ShopeFork","regression coefficient",0.0384303212547842,0.0015880284602743,24.2000204757955,2.27507695465408e-18,0.96063256842442,0.958992258775437,85.6633233418282,NA,NA,NA,-146.223807606797,296.447615213594,298.885366863331,176116.919183199,24,25
"225",113,"BallCreek","regression coefficient",0.0333865339549153,0.0011089263377535,30.1070799910396,1.69352224187349e-17,0.979469142601677,0.97838857115966,130.270236325333,NA,NA,NA,-125.258058396762,254.516116793524,256.507581340632,322436.354972902,19,20
"226",113,"ShopeFork","regression coefficient",0.0396780593386925,0.00136782639314157,29.0081106327841,3.37637817125154e-20,0.972269418211559,0.971113977303707,73.7849210655412,NA,NA,NA,-142.492048126733,288.984096253467,291.421847903203,130661.149839556,24,25
"227",114,"BallCreek","regression coefficient",0.0338579342802347,0.00107414194497025,31.52091251885,7.19779948406547e-18,0.98123582674136,0.980248238675115,126.183967549818,NA,NA,NA,-124.620655760609,253.241311521218,255.232776068326,302525.479665659,19,20
"228",114,"ShopeFork","regression coefficient",0.0401582189668257,0.0013237589015701,30.3365053252478,1.1848487164011e-20,0.974584443885594,0.973525462380827,71.4077799287273,NA,NA,NA,-141.673359048533,287.346718097065,289.784469746802,122377.704824389,24,25
"229",115,"BallCreek","regression coefficient",0.0343380066347708,0.00103891260469775,33.0518721974315,2.96845001961597e-18,0.982904848700837,0.982005103895618,122.045428923185,NA,NA,NA,-123.953704593103,251.907409186206,253.898873733314,283006.647699841,19,20
"230",115,"ShopeFork","regression coefficient",0.0406468367900769,0.00127860555824576,31.7899734816138,3.95608504937937e-21,0.976802683160095,0.975836128291766,68.9720644828659,NA,NA,NA,-140.805727399892,285.611454799783,288.04920644952,114171.496296687,24,25
"231",116,"BallCreek","regression coefficient",0.0348269332197939,0.00100336398093212,34.7101688735525,1.18808545226951e-18,0.984474534363221,0.983657404592864,117.869382723065,NA,NA,NA,-123.257379426114,250.514758852228,252.506223399336,263970.63628681,19,20
"232",116,"ShopeFork","regression coefficient",0.041144088893094,0.00123239309996238,33.3855235755133,1.25224957920814e-21,0.978921356346945,0.978043079528068,66.4792169959471,NA,NA,NA,-139.885422709577,283.770845419154,286.20859706889,106067.671017461,24,25
"233",117,"BallCreek","regression coefficient",0.035324900283643,0.000967653518049955,36.5057322943762,4.61874011145431e-19,0.985943298866796,0.985203472491364,113.674324601917,NA,NA,NA,-122.532588884426,249.065177768852,251.05664231596,245515.189400339,19,20
"234",117,"ShopeFork","regression coefficient",0.0416501552819941,0.00118516122253891,35.1430290579109,3.74333526103275e-22,0.980937743732112,0.980143483054284,63.9313787871347,NA,NA,NA,-138.908445940716,281.816891881433,284.254643531169,98093.3086469784,24,25
"235",118,"BallCreek","regression coefficient",0.0358320982135405,0.000931977735275444,38.4473757873094,1.74726321799484e-19,0.987309650645081,0.986641737521138,109.483340498734,NA,NA,NA,-121.781285642573,247.562571285147,249.554035832255,227745.435088471,19,20
"236",118,"ShopeFork","regression coefficient",0.0421652199731919,0.00113696629262625,37.0857256249835,1.05242741348997e-22,0.982849192785829,0.982134575818572,61.3315904534726,NA,NA,NA,-137.870564699055,279.74112939811,282.178881047846,90277.5357012597,24,25
"237",119,"BallCreek","regression coefficient",0.0363487216295066,0.000896581040254018,40.5414792389635,6.45290427117979e-20,0.988572195274934,0.987970731868351,105.325142006561,NA,NA,NA,-121.006880842906,246.013761685812,248.00522623292,210774.325235343,19,20
"238",119,"ShopeFork","regression coefficient",0.0426853024635316,0.00108614487434528,39.2998240582425,2.67424254488349e-23,0.98469852431066,0.984060962823604,58.5901209547831,NA,NA,NA,-136.727340848155,277.45468169631,279.892433346046,82387.2545639067,24,25
"239",120,"BallCreek","regression coefficient",0.0368754473618329,0.000885060862602671,41.6643068516152,2.35324437088252e-19,0.989737241835432,0.989167088604067,103.970604289705,NA,NA,NA,-114.684249483244,233.368498966487,235.25737692482,194577.958014595,18,19
"240",120,"ShopeFork","regression coefficient",0.0432152658458052,0.00103487091816768,41.7590881018487,6.35805921569754e-24,0.986423968241812,0.985858300251887,55.8242401176738,NA,NA,NA,-135.518393042845,275.03678608569,277.474537735426,74792.2988331768,24,25
"241",121,"BallCreek","regression coefficient",0.0374115038355191,0.000850260099364795,44.000069935621,8.89615101062769e-20,0.990788155932864,0.990276386818023,99.882460144516,NA,NA,NA,-113.922081354923,231.844162709845,233.733040668178,179577.105201375,18,19
"242",121,"ShopeFork","regression coefficient",0.0437551259528777,0.000983117421882744,44.5065105947195,1.40388153396519e-24,0.988028907108679,0.98753011157154,53.0324913567223,NA,NA,NA,-134.235807653203,272.471615306406,274.909366956143,67498.6833480197,24,25
"243",122,"BallCreek","regression coefficient",0.0379485218764411,0.000818310215624172,46.3742492173284,3.48171432400417e-20,0.991699603066215,0.991238469903227,96.1292168819793,NA,NA,NA,-113.194366145161,230.388732290321,232.277610248654,166334.874090167,18,19
"244",122,"ShopeFork","regression coefficient",0.0441636563050616,0.000913293521770611,48.3564760422707,1.9577833114815e-25,0.989840619534388,0.989417312014988,49.2659673416174,NA,NA,NA,-132.394026525001,268.788053050001,271.225804699738,58251.2529145275,24,25
"245",123,"BallCreek","regression coefficient",0.0384959446174686,0.000789564896857412,48.7558967865571,1.42307358197028e-20,0.992484773749117,0.992067261179624,92.7524229359771,NA,NA,NA,-112.514936193282,229.029872386563,230.918750344896,154854.215288899,18,19
"246",123,"ShopeFork","regression coefficient",0.0445609840092819,0.000851546962835609,52.3294497591724,2.99371643160552e-26,0.991311812465293,0.990949804651347,45.9351608884505,NA,NA,NA,-130.643959804652,265.287919609304,267.72567125904,50640.9361403481,24,25
"247",124,"BallCreek","regression coefficient",0.0374516354854982,0.000825259526014511,45.3816457791965,5.12353871295356e-20,0.991335714104903,0.990854364888509,96.9455720403755,NA,NA,NA,-113.355037981482,230.710075962963,232.598953921296,169171.990888242,18,19
"248",124,"ShopeFork","regression coefficient",0.0434977001589842,0.000930806626301873,46.7311887666744,4.41073109768031e-25,0.989129469843588,0.988676531087071,50.2106800931267,NA,NA,NA,-132.868882271827,269.737764543654,272.17551619339,60506.6974899434,24,25
"249",125,"BallCreek","regression coefficient",0.0366049185153677,0.000839534091577344,43.6014676266371,1.0464405559451e-19,0.990620544657085,0.990099463804701,98.6224456546673,NA,NA,NA,-113.680872234727,231.361744469454,233.250622427786,175074.962164341,18,19
"250",125,"ShopeFork","regression coefficient",0.0426174123912329,0.000970290507870854,43.9223222792831,1.92062399178903e-24,0.987712285590265,0.98720029748986,52.3405666778103,NA,NA,NA,-133.907481496178,271.814962992357,274.252714642093,65748.8380837033,24,25
"251",126,"BallCreek","regression coefficient",0.0360103610166666,0.000812861758382313,44.3007198276018,7.87827986462734e-20,0.990911632793405,0.990406723504149,95.4891711904132,NA,NA,NA,-113.067437686063,230.134875372127,232.02375333046,164127.272663377,18,19
"252",126,"ShopeFork","regression coefficient",0.0419903283900554,0.000959681753616737,43.7544302908825,2.10323192679226e-24,0.987618975008775,0.987103098967475,51.768296615492,NA,NA,NA,-133.632636584762,271.265273169524,273.703024819261,64318.9568272695,24,25
"253",127,"BallCreek","regression coefficient",0.0352640662722273,0.000824781286345053,42.7556575980245,1.48408400627942e-19,0.990249431759762,0.989707733524193,96.8893918729657,NA,NA,NA,-113.344024249087,230.688048498173,232.576926456506,168975.976635236,18,19
"254",127,"ShopeFork","regression coefficient",0.0412306650088737,0.000979288947775232,42.1026553016271,5.23632954387416e-24,0.986641683523501,0.986085087003647,52.8259712447836,NA,NA,NA,-134.138262133992,272.276524267984,274.71427591772,66973.997710913,24,25
"255",128,"BallCreek","regression coefficient",0.0345098039957961,0.000846707755284,40.7576330563086,3.4829459619899e-19,0.989280511839612,0.98868498471959,99.4651562320607,NA,NA,NA,-113.842534018843,231.685068037686,233.573945996019,178079.711476828,18,19
"256",128,"ShopeFork","regression coefficient",0.0404369862268213,0.00100863753937451,40.0907012165118,1.66926047132694e-23,0.985287485512658,0.984674464075685,54.4091279417123,NA,NA,NA,-134.876486719424,273.752973438847,276.190725088584,71048.4768810629,24,25
"257",129,"BallCreek","regression coefficient",0.0333709705822747,0.000794535446211054,42.0006064441968,2.03905866987006e-19,0.989899278646306,0.98933812745999,93.3363274354148,NA,NA,NA,-112.634172008205,229.268344016409,231.157221974742,156810.060344357,18,19
"258",129,"ShopeFork","regression coefficient",0.0392739420971624,0.000960469626373417,40.8903530301678,1.04598972966787e-23,0.985849231577122,0.985259616226169,51.8107969864842,NA,NA,NA,-133.653152488068,271.306304976136,273.744056625873,64424.6084249922,24,25
"259",130,"BallCreek","regression coefficient",0.0322703701856169,0.000745459738756063,43.2892194009913,1.18958283518167e-19,0.99048603926968,0.989957485895773,87.5712651943441,NA,NA,NA,-111.422799032295,226.845598064589,228.734476022922,138037.076779287,18,19
"260",130,"ShopeFork","regression coefficient",0.0381459056384938,0.000916163647877897,41.6365632131889,6.8163322654814e-24,0.986345042316254,0.985776085746098,49.4207911038551,NA,NA,NA,-132.472468603602,268.944937207204,271.382688856941,58617.9502399413,24,25
"261",131,"BallCreek","regression coefficient",0.0314327019649707,0.000750170685701133,41.9007334785319,2.12746072928125e-19,0.98985155912769,0.989287756857006,88.124673464161,NA,NA,NA,-111.542492088154,227.084984176307,228.97386213464,139787.24531697,18,19
"262",131,"ShopeFork","regression coefficient",0.0372832743303663,0.000915046891380741,40.744659843725,1.13821243636441e-23,0.985749295841461,0.985155516501522,49.360549694269,NA,NA,NA,-132.441976297784,268.883952595569,271.321704245305,58475.1327868895,24,25
"263",132,"BallCreek","regression coefficient",0.0306169871417575,0.000754163482227748,40.597281442635,3.73635148629077e-19,0.989196581326433,0.988596391400124,88.593718571926,NA,NA,NA,-111.64335174257,227.28670348514,229.175581443473,141279.245467229,18,19
"264",132,"ShopeFork","regression coefficient",0.0364396681330435,0.000896283777325911,40.6563959483483,2.32370795078144e-24,0.985100800813769,0.98450483284632,48.3496205502068,NA,NA,NA,-137.222450313451,278.444900626903,280.961093702946,58442.1451837245,25,26
"265",133,"BallCreek","regression coefficient",0.0298228015513505,0.000757514816083359,39.3692650205124,6.45684657446874e-19,0.988519961761505,0.987882181859366,88.9874092443615,NA,NA,NA,-111.72759644946,227.455192898921,229.344070857254,142537.662072423,18,19
"266",133,"ShopeFork","regression coefficient",0.0356168954044504,0.00089565853652607,39.7661541223012,4.00902154865203e-24,0.98443673764939,0.983814207155365,48.3158922197499,NA,NA,NA,-137.204306580442,278.408613160884,280.924806236927,58360.6360247622,25,26
"267",134,"BallCreek","regression coefficient",0.0290815273714399,0.000752389628284845,38.6522172530933,8.95605112508308e-19,0.988095190055396,0.98743381172514,88.3853389291713,NA,NA,NA,-111.598609555581,227.197219111162,229.086097069495,140615.426477241,18,19
"268",134,"ShopeFork","regression coefficient",0.0348064188022869,0.000894598268869307,38.9073174110644,6.86223567240146e-24,0.983753356171268,0.983103490418119,48.2586965634377,NA,NA,NA,-137.173509923542,278.347019847085,280.863212923128,58222.5448500489,25,26
"269",135,"BallCreek","regression coefficient",0.0290683150319307,0.000592492604646679,49.0610596722385,1.27290941595523e-20,0.992577281559322,0.992164908312618,69.6017830470391,NA,NA,NA,-107.0592070534,218.118414106801,220.007292065134,87199.3476598879,18,19
"270",135,"ShopeFork","regression coefficient",0.0344896128162675,0.000792420510587122,43.5243817587627,4.32538124544474e-25,0.98697490506918,0.986453901271947,42.7467638847566,NA,NA,NA,-134.020163434127,272.040326868253,274.556519944296,45682.1455654783,25,26
"271",136,"BallCreek","regression coefficient",0.0290737729904818,0.000442109648520478,65.7614532679332,6.71148886837436e-23,0.995854987889737,0.995624709439166,51.935871600752,NA,NA,NA,-101.496378191152,206.992756382304,208.881634340637,48552.0256607363,18,19
"272",136,"ShopeFork","regression coefficient",0.034508562597637,0.000630481965487953,54.7336236190825,1.48963165787127e-27,0.991723963199059,0.991392921727021,34.0110627529595,NA,NA,NA,-128.076364608614,260.152729217229,262.668922293272,28918.8097396437,25,26
"273",137,"BallCreek","regression coefficient",0.0290980102581325,0.000315768835564725,92.1497215078025,1.57388245636005e-25,0.997884734773114,0.997767220038287,37.094258752982,NA,NA,NA,-95.1019754626724,194.203950925345,196.092828883678,24767.7125837972,18,19
"274",137,"ShopeFork","regression coefficient",0.0343857011522708,0.000511323322568388,67.2484505098471,8.95368756927756e-30,0.994502297496004,0.994282389395844,27.5831039789789,NA,NA,NA,-122.629821267747,249.259642535494,251.775835611537,19020.690627879,25,26
"275",138,"BallCreek","regression coefficient",0.0291411327036437,0.000253669987971465,114.878125460083,2.99498224520156e-27,0.99863790978513,0.998562238106526,29.79933138383,NA,NA,NA,-90.9414267018542,185.882853403708,187.771731362041,15984.0027166197,18,19
"276",138,"ShopeFork","regression coefficient",0.0342783776607721,0.000409654726249484,83.6762655580743,3.88319151010469e-32,0.996442150934252,0.996299836971622,22.0986378107335,NA,NA,NA,-116.865947788946,237.731895577892,240.248088653935,12208.7448272495,25,26
"277",139,"BallCreek","regression coefficient",0.0292032441844072,0.000300184445587016,97.2843350603984,5.94154834905705e-26,0.998101714732838,0.997996254440218,35.2635163578161,NA,NA,NA,-94.1403226010395,192.280645202079,194.169523160412,22383.2805465233,18,19
"278",139,"ShopeFork","regression coefficient",0.0341865518790983,0.000341541965643974,100.094733057591,4.46241153778897e-34,0.997510940805516,0.997411378437737,18.4243259318228,NA,NA,NA,-112.138000769633,228.276001539265,230.792194615308,8486.39465105097,25,26
"279",140,"BallCreek","regression coefficient",0.0292844691453027,0.000421780138889386,69.4306498698904,2.53493086192368e-23,0.996279927319254,0.996073256614768,49.5477065710134,NA,NA,NA,-100.601977045438,205.203954090875,207.092832049208,44189.5540760504,18,19
"280",140,"ShopeFork","regression coefficient",0.0341102486359712,0.000328868496231079,103.72002495491,1.83729431316225e-34,0.99768150211748,0.997588762202179,17.7406613908933,NA,NA,NA,-111.154873317214,226.309746634429,228.825939710471,7868.27666465828,25,26
"281",141,"BallCreek","regression coefficient",0.0293849463325023,0.000573402294128117,51.2466494002843,5.83962819937211e-21,0.993192697166492,0.992814513675742,67.3591902440354,NA,NA,NA,-106.436941151158,216.873882302316,218.762760260649,81670.6891859789,18,19
"282",141,"ShopeFork","regression coefficient",0.0340494481294214,0.000377649315575893,90.1615512727674,6.04354475912146e-33,0.996934059716592,0.996811422105255,20.3721204947127,NA,NA,NA,-114.750883009222,233.501766018445,236.017959094488,10375.5823362773,25,26
"283",142,"BallCreek","regression coefficient",0.0295048278408752,0.000737595387706598,40.001372476873,4.86228955256611e-19,0.988875909410086,0.988257904377313,86.6474176201164,NA,NA,NA,-111.221290581432,226.442581162864,228.331459121197,135139.949644228,18,19
"284",142,"ShopeFork","regression coefficient",0.0340041783740775,0.000469501720043152,72.4260996763805,1.41463816223586e-30,0.995256652941378,0.995066919059033,25.3270566599818,NA,NA,NA,-120.411237287277,244.822474574555,247.338667650598,16036.4949764482,25,26
"285",143,"BallCreek","regression coefficient",0.0296542169243935,0.000904980040649107,32.767813202956,1.68243620315955e-17,0.983512400602617,0.982596422858318,106.310566506938,NA,NA,NA,-115.107122507856,234.214245015712,236.103122974045,203434.85791847,18,19
"286",143,"ShopeFork","regression coefficient",0.033912105580382,0.000590659951609204,57.4139240149791,4.54935583909187e-28,0.992472959870367,0.992171878265182,31.8628823336652,NA,NA,NA,-126.380018589386,256.760037178772,259.276230254815,25381.0817652249,25,26
"287",144,"BallCreek","regression coefficient",0.0298233335970733,0.00107749888803117,27.6782964032261,3.3187768217702e-16,0.977043395775816,0.975768028874473,126.576843744563,NA,NA,NA,-118.422335628042,240.844671256083,242.733549214416,288390.552702038,18,19
"288",144,"ShopeFork","regression coefficient",0.0338382869311917,0.000726662321689272,46.5667283429913,8.14817434116736e-26,0.988602482903371,0.988146582219506,39.1994683052632,NA,NA,NA,-131.767775351972,267.535550703943,270.051743779986,38414.9578853833,25,26
"289",145,"BallCreek","regression coefficient",0.0300122600996338,0.00125376963054185,23.9376192950719,4.2404623125308e-15,0.969543642833327,0.967851622990734,147.283866720968,NA,NA,NA,-121.301067553953,246.602135107906,248.491013066239,390465.673133036,18,19
"290",145,"ShopeFork","regression coefficient",0.0337825505380552,0.000870817221494876,38.794077223304,7.37251440048319e-24,0.983659921689919,0.983006318557516,46.9758387834266,NA,NA,NA,-136.473001020769,276.946002041538,279.462195117581,55168.2357351622,25,26
"291",146,"BallCreek","regression coefficient",0.0295906508246023,0.00129005150410673,22.9375732134756,8.93206656104165e-15,0.96691980762705,0.965082019161886,151.546001087874,NA,NA,NA,-121.843088640508,247.686177281017,249.57505523935,413391.428023067,18,19
"292",146,"ShopeFork","regression coefficient",0.0333116193252509,0.000914816895950975,36.4134281654501,3.4969543547686e-23,0.981494336074384,0.980754109517359,49.3493812016907,NA,NA,NA,-137.754588489858,279.509176979716,282.025370055759,60884.0356247447,25,26
"293",147,"BallCreek","regression coefficient",0.0291770668207308,0.00132543791867867,22.0131523397319,1.82812582230898e-14,0.964184726294731,0.96219498886666,155.702943352694,NA,NA,NA,-122.357243199372,248.714486398745,250.603364357078,436381.31823646,18,19
"294",147,"ShopeFork","regression coefficient",0.0328505835554559,0.000959168147682344,34.2490350986251,1.57188821480096e-22,0.97913182385877,0.97829709681312,51.7418892960983,NA,NA,NA,-138.985492565725,281.97098513145,284.487178207493,66930.5776982422,25,26
"295",148,"BallCreek","regression coefficient",0.0287713088000353,0.00135992038212712,21.1566126798046,3.64153008843265e-14,0.961340393844349,0.959192637946813,159.753695920817,NA,NA,NA,-122.845224873068,249.690449746137,251.579327704469,459382.380486495,18,19
"296",148,"ShopeFork","regression coefficient",0.0323994418557493,0.00100337030226104,32.2906127306528,6.63905097914943e-22,0.976584824990532,0.975648217990154,54.1263544124454,NA,NA,NA,-140.156884047027,284.313768094054,286.829961170097,73241.5560495412,25,26
