"","Jdate","basin_id","term","estimate","std.error","statistic.x","p.value.x","r.squared","adj.r.squared","sigma","statistic.y","p.value.y","df","logLik","AIC","BIC","deviance","df.residual","nobs"
"556",278,"ShopeFork","regression coefficient",0.0108531388105082,0.000936496782479335,11.5890828602475,7.10599538100407e-14,0.784013296450878,0.778175817976577,63.3113695718407,NA,NA,NA,-211.039434797418,426.078869594836,429.354041914288,148308.192131301,37,38
"557",279,"BallCreek","regression coefficient",0.00847704324839744,0.000629853788970423,13.4587477234268,3.16579201958233e-13,0.874479748903028,0.86965204693776,90.7811472398918,NA,NA,NA,-159.530040101139,323.060080202278,325.651753934287,214271.634048964,26,27
"558",279,"ShopeFork","regression coefficient",0.0107218523839874,0.000912662371314493,11.7478847830057,4.76960429009356e-14,0.788586888154961,0.782873020267258,61.7000568134673,NA,NA,NA,-210.059791932298,424.119583864595,427.394756184048,140855.189399049,37,38
"559",280,"BallCreek","regression coefficient",0.00849189913072335,0.000597867767569526,14.2036409911257,9.17236323052027e-14,0.885836436915373,0.881445530642887,86.1709856924639,NA,NA,NA,-158.122851227854,320.245702455709,322.837376187718,193061.408155481,26,27
"560",280,"ShopeFork","regression coefficient",0.0107024430664342,0.000887589959289203,12.0578685624214,2.21035717899362e-14,0.797140441517438,0.791657750747639,60.005049661827,NA,NA,NA,-209.001258916243,422.002517832485,425.277690151938,133222.421441978,37,38
"561",281,"BallCreek","regression coefficient",0.00863761207644619,0.000599773630877501,14.4014535347426,6.65728191509675e-14,0.88860414581071,0.884319689880353,86.4456787412478,NA,NA,NA,-158.208784050183,320.417568100365,323.009241832374,194294.239698911,26,27
"562",281,"ShopeFork","regression coefficient",0.0108388443652489,0.000891365933992065,12.1598144509586,1.72085942509566e-14,0.799849711456153,0.794440244198211,60.2603224341199,NA,NA,NA,-209.162575174546,422.325150349092,425.600322668544,134358.339014971,37,38
"563",282,"BallCreek","regression coefficient",0.00870755536025597,0.000581525266604427,14.9736492295513,2.68540981122871e-14,0.896087357799459,0.892090717714823,83.8155327089932,NA,NA,NA,-157.374541279292,318.749082558584,321.340756290593,182651.1316056,26,27
"564",282,"ShopeFork","regression coefficient",0.0109120735175906,0.000893297214376601,12.2155015620481,1.50174015276601e-14,0.80130865467572,0.795938618315604,60.3908856228673,NA,NA,NA,-209.244818911496,422.489637822993,425.764810142445,134941.185453627,37,38
"565",283,"BallCreek","regression coefficient",0.0088320558135224,0.000577684066629726,15.2887301618852,1.64818232772485e-14,0.899901930827423,0.896052005090016,83.2618986012249,NA,NA,NA,-157.195604178045,318.39120835609,320.982882088099,180246.137725697,26,27
"566",283,"ShopeFork","regression coefficient",0.0110555476775447,0.000901113911411477,12.2687570767026,1.31880909663103e-14,0.802690238824111,0.797357542576114,60.91932929087,NA,NA,NA,-209.575887262457,423.151774524914,426.426946844367,137313.09320623,37,38
"567",284,"BallCreek","regression coefficient",0.00889628481015083,0.000590568128522699,15.0639433123572,2.33287642245345e-14,0.897201666513291,0.89324788445611,85.1188850006649,NA,NA,NA,-157.791166980511,319.582333961021,322.17400769303,188375.839177667,26,27
"568",284,"ShopeFork","regression coefficient",0.0111405801969179,0.000917858844573512,12.1375745985151,1.81725069566968e-14,0.799262933786239,0.793837607672353,62.0513616392041,NA,NA,NA,-210.275540881367,424.551081762734,427.826254082186,142463.744807334,37,38
"569",285,"BallCreek","regression coefficient",0.00896346097859523,0.000605675367680358,14.7991175750202,3.53174155547651e-14,0.893883563274208,0.889802161861678,87.2962990710025,NA,NA,NA,-158.473163824109,320.946327648219,323.538001380227,198136.739618842,26,27
"570",285,"ShopeFork","regression coefficient",0.0112290695753635,0.000935530422244422,12.002890882398,2.53118384147303e-14,0.795658448426488,0.790135703789366,63.2460392993648,NA,NA,NA,-211.00020279043,426.00040558086,429.275577900313,148002.275021102,37,38
"571",286,"BallCreek","regression coefficient",0.00908457553742638,0.000609902884608891,14.8951181682835,3.03673921157169e-14,0.895103997330166,0.891069535689018,87.9056132379866,NA,NA,NA,-158.660964843162,321.321929686324,323.913603418332,200912.317807409,26,27
"572",286,"ShopeFork","regression coefficient",0.0113477079298805,0.000950313888968793,11.9410102931298,2.94965048666183e-14,0.793972557841021,0.788404248593481,64.2454677467982,NA,NA,NA,-211.595992421707,427.191984843415,430.467157162868,152716.764662181,37,38
"573",287,"BallCreek","regression coefficient",0.00916928939841894,0.000626290991481619,14.6406215691002,4.53949600168017e-14,0.891823432510656,0.887662795299527,90.2676394241403,NA,NA,NA,-159.376879746303,322.753759492607,325.345433224615,211854.414907372,26,27
"574",287,"ShopeFork","regression coefficient",0.0114529977632668,0.000968389074752261,11.8268556119314,3.91645449132321e-14,0.790812145666282,0.785158419873479,65.4674311198993,NA,NA,NA,-212.311973365611,428.623946731223,431.899119050676,158581.427885234,37,38
"575",288,"BallCreek","regression coefficient",0.00927369249765269,0.000640726291704128,14.4737193053022,5.92684615531766e-14,0.889591235150798,0.885344744195059,92.3482065936951,NA,NA,NA,-159.992135712062,323.984271424125,326.575945156134,221732.972787867,26,27
"576",288,"ShopeFork","regression coefficient",0.0115792178528123,0.00097441059829196,11.8833045054205,3.40346483540645e-14,0.792383185456873,0.78677192019895,65.8745130334091,NA,NA,NA,-212.547528920192,429.095057840384,432.370230159837,160559.704293385,37,38
"577",289,"BallCreek","regression coefficient",0.00941126445956707,0.000649517778689722,14.4896179417175,5.77758111699494e-14,0.889806708636588,0.885568505122611,93.6153280883541,NA,NA,NA,-160.36008752476,324.72017504952,327.311848781529,227859.570980345,26,27
"578",289,"ShopeFork","regression coefficient",0.0123307348161358,0.000999354026959639,12.3387052871043,2.64938339522422e-14,0.813077771430111,0.807737136328114,64.4493724978342,NA,NA,NA,-200.546391160652,405.092782321304,408.259820198216,145380.25653776,35,36
"579",290,"BallCreek","regression coefficient",0.00955284773190624,0.000660359120851956,14.4661403625072,5.9993992740818e-14,0.889488304790198,0.885237854974437,95.1778962531286,NA,NA,NA,-160.807034749601,325.614069499202,328.20574323121,235529.630314454,26,27
"580",290,"ShopeFork","regression coefficient",0.01250605688463,0.00100183858382335,12.4831056485195,1.89740423328502e-14,0.816588690042851,0.811348366901218,64.6096041339526,NA,NA,NA,-200.635781949493,405.271563898986,408.438601775898,146104.033122112,35,36
"581",291,"BallCreek","regression coefficient",0.00969907378394384,0.000673244731978808,14.4064607166494,6.60379094745892e-14,0.888672947891723,0.884391138195251,97.0351059444364,NA,NA,NA,-161.328812378223,326.657624756446,329.249298488454,244811.106426848,26,27
"582",291,"ShopeFork","regression coefficient",0.0126863792505581,0.00100569640085573,12.6145218773413,1.40329361220347e-14,0.819704878495271,0.814553589309422,64.8583987355065,NA,NA,NA,-200.774142262195,405.54828452439,408.715322401303,147231.416028688,35,36
"583",292,"BallCreek","regression coefficient",0.00996292374700988,0.000677437733547763,14.7067741485756,8.18587210822233e-14,0.89638989481032,0.892245490602733,97.2888908645762,NA,NA,NA,-155.402337616447,314.804675232893,317.320868308936,236628.207141486,25,26
"584",292,"ShopeFork","regression coefficient",0.0128112433125239,0.000978807588549138,13.0886227920583,4.80635074199881e-15,0.830354065222949,0.825507038515033,63.1243114815186,NA,NA,NA,-199.79852670122,403.597053402441,406.764091279353,139463.754500552,35,36
"585",293,"BallCreek","regression coefficient",0.0102040257574687,0.00067099473278947,15.2073112631575,3.84490716588247e-14,0.902443713127962,0.898541461653081,96.3635919528501,NA,NA,NA,-155.153872381794,314.307744763589,316.823937839632,232148.546351385,25,26
"586",293,"ShopeFork","regression coefficient",0.0129409279875445,0.000952991396215181,13.5792705358512,1.62933063183022e-15,0.840471539355019,0.835913583336591,61.4593985964734,NA,NA,NA,-198.836275179321,401.672550358642,404.839588235554,132204.018654407,35,36
"587",294,"BallCreek","regression coefficient",0.0101776543143931,0.000626316956010563,16.2500060340399,8.48417251322183e-15,0.913513572187801,0.910054115075313,89.9472807055398,NA,NA,NA,-153.36234954013,310.72469908026,313.240892156303,202262.832658029,25,26
"588",294,"ShopeFork","regression coefficient",0.0127368911241525,0.000894956666678727,14.2318523324938,4.02742739508061e-16,0.852659881162706,0.848450163481641,57.7166789988097,NA,NA,NA,-196.574374460468,397.148748920936,400.315786797848,116592.526212807,35,36
"589",295,"BallCreek","regression coefficient",0.0102348698221691,0.000591296926399855,17.309188269394,1.98133673903566e-15,0.922984029623321,0.919903390808254,84.9179478677784,NA,NA,NA,-151.866354840073,307.732709680145,310.248902756188,180276.446751868,25,26
"590",295,"ShopeFork","regression coefficient",0.0127539608736608,0.000898673336885246,14.191987622405,4.38062868424735e-16,0.851953690589171,0.847723796034576,57.9563708959048,NA,NA,NA,-196.723569465762,397.447138931525,400.614176808437,117562.932459829,35,36
"591",296,"BallCreek","regression coefficient",0.0105041453521583,0.000580609441495877,18.091585498671,7.09820371924337e-16,0.929038852862311,0.926200406976803,83.3830856938121,NA,NA,NA,-151.392115055933,306.784230111865,309.300423187908,173818.47449554,25,26
"592",296,"ShopeFork","regression coefficient",0.0129753809315416,0.000895779686359171,14.4850135910974,2.37068292663358e-16,0.857035265229589,0.852950558521863,57.7697563873297,NA,NA,NA,-196.607465552333,397.214931104666,400.381968981578,116807.0663568,35,36
"593",297,"BallCreek","regression coefficient",0.0105091315398183,0.000648202913595829,16.212718763512,8.94271351757331e-15,0.913149888438795,0.909675883976347,93.0903895604726,NA,NA,NA,-154.255377341525,312.510754683049,315.026947759092,216645.515713014,25,26
"594",297,"ShopeFork","regression coefficient",0.0131601805534788,0.000887903516770219,14.8216335501738,1.18389021087615e-16,0.862573083244235,0.858646599908356,57.2618140826003,NA,NA,NA,-196.289534713964,396.579069427927,399.74610730484,114762.03732106,35,36
"595",298,"BallCreek","regression coefficient",0.0110794665901625,0.000563914247870615,19.6474315589638,1.02839799978865e-16,0.93917594108082,0.936742978724052,80.9854382199035,NA,NA,NA,-150.633536041978,305.267072083956,307.783265159999,163966.030091745,25,26
"596",298,"ShopeFork","regression coefficient",0.0135091692719531,0.000919844229720181,14.6863662731923,1.56273438755276e-16,0.860384976871938,0.856395976211136,59.3217036224677,NA,NA,NA,-197.561819907743,399.123639815486,402.290677692398,123167.258223516,35,36
"597",299,"BallCreek","regression coefficient",0.0116236539467396,0.000583549538884243,19.9188812126632,7.44385713592599e-17,0.94072483971996,0.938353833308758,83.8053220113108,NA,NA,NA,-151.52344195528,307.04688391056,309.563076986603,175583.299935488,25,26
"598",299,"ShopeFork","regression coefficient",0.0140405651235762,0.000956833634486576,14.6739878464976,1.60309567300324e-16,0.860182277188101,0.856187485107761,61.7071885076543,NA,NA,NA,-198.98112694549,401.96225389098,405.129291767893,133272.198973171,35,36
"599",300,"BallCreek","regression coefficient",0.0121955632998648,0.000604748374440185,20.166343251694,5.56298002542016e-17,0.942086918751667,0.939770395501733,86.8497511842435,NA,NA,NA,-152.451202914929,308.902405829858,311.418598905901,188571.982019125,25,26
"600",300,"ShopeFork","regression coefficient",0.0145939904513459,0.000996174641543381,14.6500320754354,1.6842659129321e-16,0.859788808188606,0.855782774136852,64.2443306513226,NA,NA,NA,-200.431676725684,404.863353451369,408.030391328281,144456.690729276,35,36
"601",301,"BallCreek","regression coefficient",0.0127967940553401,0.000627671459917064,20.3877264979213,4.29843801168957e-17,0.943266839495948,0.940997513075786,90.1418051263231,NA,NA,NA,-153.418517706946,310.837035413891,313.353228489934,203138.6257858,25,26
"602",301,"ShopeFork","regression coefficient",0.0151710027022528,0.00103800111152699,14.6155938888495,1.80839442106324e-16,0.859220410341987,0.855198136351758,66.9417628640531,NA,NA,NA,-201.912340505223,407.824681010447,410.991718887359,156841.986537149,35,36
"603",302,"BallCreek","regression coefficient",0.0134289217413161,0.000652513716449336,20.5802903491282,3.44168410035478e-17,0.944264648499145,0.942035234439111,93.7094770538091,NA,NA,NA,-154.427715085137,312.855430170273,315.371623246316,219536.652242459,25,26
"604",302,"ShopeFork","regression coefficient",0.0157726656795495,0.00108249914112305,14.5706034123833,1.98480681693838e-16,0.858472913566974,0.85442928252603,69.8114867131489,NA,NA,NA,-203.423459653479,410.846919306959,414.013957183871,170577.528698506,35,36
"605",303,"BallCreek","regression coefficient",0.0140935737645057,0.000679488873678954,20.741434202151,2.86154907159742e-17,0.945079941860523,0.942883139534944,97.5834613298592,NA,NA,NA,-155.480941254618,314.961882509236,317.478075585279,238063.298127903,25,26
"606",303,"ShopeFork","regression coefficient",0.0164000969639803,0.00112986852105753,14.5150490152874,2.22720622395451e-16,0.857542115956018,0.853471890697618,72.8663869087054,NA,NA,NA,-204.9652995291,413.9305990582,417.097636935112,185832.861939521,35,36
"607",304,"BallCreek","regression coefficient",0.0147954321398446,0.000708335391273296,20.8876082179777,2.4230331061951e-17,0.9458044136822,0.943636590229488,101.726197352787,NA,NA,NA,-156.561939064271,317.123878128541,319.640071204584,258705.480696455,25,26
"608",304,"ShopeFork","regression coefficient",0.0170498025351055,0.00117787696772584,14.4750283792576,2.42045017706651e-16,0.856866197953339,0.852776660752006,75.9625011774214,NA,NA,NA,-206.463344676582,416.926689353164,420.093727230076,201960.555479541,35,36
"609",305,"BallCreek","regression coefficient",0.01532565802965,0.000704629168698031,21.7499625483399,9.27223683027127e-18,0.949805332113072,0.947797545397595,101.193935469829,NA,NA,NA,-156.425542142956,316.851084285911,319.367277361954,256005.3143968,25,26
"610",305,"ShopeFork","regression coefficient",0.0175274647784632,0.0012103667736293,14.4811185835074,2.389970171994e-16,0.856969349538678,0.852882759525498,78.057802288505,NA,NA,NA,-207.442897270059,418.885794540118,422.05283241703,213255.717433897,35,36
"611",306,"BallCreek","regression coefficient",0.0158772777582169,0.000700239546852381,22.6740660815091,3.43882214590664e-18,0.953627556086222,0.951772658329671,100.563528541592,NA,NA,NA,-156.263063559522,316.526127119045,319.042320195088,252825.581818387,25,26
"612",306,"ShopeFork","regression coefficient",0.0180203689361063,0.00124468937334878,14.4778041188087,2.40650920568729e-16,0.85691322453718,0.852825030952528,80.271302164164,NA,NA,NA,-208.44954968526,420.899099370521,424.066137247433,225521.868289568,35,36
"613",307,"BallCreek","regression coefficient",0.0164507126613288,0.000695284271207309,23.6604124997153,1.2414160237796e-18,0.957251447235707,0.955541505125135,99.8518863528511,NA,NA,NA,-156.078419332621,316.156838665241,318.673031741284,249259.980205567,25,26
"614",307,"ShopeFork","regression coefficient",0.0185287816814873,0.00128100010369629,14.4643092752476,2.4750671005012e-16,0.856684389222923,0.852589657486435,82.6130186357078,NA,NA,NA,-209.484733443509,422.969466887018,426.13650476393,238871.879683633,35,36
"615",308,"BallCreek","regression coefficient",0.0169804881741251,0.000681250189342475,24.9254803004375,3.5525865992187e-19,0.96131705034504,0.959769732358841,97.8364092228986,NA,NA,NA,-155.548249137622,315.096498275244,317.612691351287,239299.074240762,25,26
"616",308,"ShopeFork","regression coefficient",0.019050014608767,0.00131939514636899,14.4384452687985,2.61210868183806e-16,0.85624435607492,0.852137051962775,85.0891545600423,NA,NA,NA,-210.547896433246,425.095792866492,428.262830743404,253405.747830997,35,36
"617",309,"BallCreek","regression coefficient",0.0172230981003855,0.000621519895098609,27.7112578956992,2.74781891154005e-20,0.968470722096798,0.96720955098067,89.2583602152539,NA,NA,NA,-153.162444884291,310.324889768583,312.841082844626,199176.371707901,25,26
"618",309,"ShopeFork","regression coefficient",0.0191599455162125,0.001347121511645,14.2228784490389,4.104306340849e-16,0.852501327605967,0.84828707982328,86.8772564693541,NA,NA,NA,-211.296577392609,426.593154785219,429.760192662131,264168.019207468,35,36
"619",310,"BallCreek","regression coefficient",0.0174105582525639,0.000563731797047477,30.8844708489941,1.96843442318705e-21,0.974459839385035,0.973438232960437,80.9592359029356,NA,NA,NA,-150.625122548286,305.250245096572,307.766438172615,163859.946949679,25,26
"620",310,"ShopeFork","regression coefficient",0.019276820591731,0.00138086899744481,13.959919896385,7.17014412665028e-16,0.847746228869532,0.843396121122947,89.0536666548358,NA,NA,NA,-212.18732203846,428.374644076919,431.541681953832,277569.444063471,35,36
"621",311,"BallCreek","regression coefficient",0.017769772623184,0.000527384833611843,33.6941290129375,2.3450524458759e-22,0.978453742852227,0.977591892566316,75.7393380675594,NA,NA,NA,-148.89227234772,301.784544695441,304.300737771484,143411.183272801,25,26
"622",311,"ShopeFork","regression coefficient",0.0195314347500566,0.00141847860502214,13.7692839926561,1.07944397371696e-15,0.844162677870776,0.839710182952798,91.4791490593278,NA,NA,NA,-213.15470982845,430.309419656899,433.476457533811,292895.214941655,35,36
"623",312,"BallCreek","regression coefficient",0.0181137021275859,0.000495702417221503,36.5414843629698,3.20812630450629e-23,0.981621431955305,0.980886289233517,71.1893300035216,NA,NA,NA,-147.281449232185,298.56289846437,301.079091540413,126698.017658758,25,26
"624",312,"ShopeFork","regression coefficient",0.0197932994273868,0.00145879630060757,13.5682407606485,1.66894390861291e-15,0.840253518461409,0.835689333274592,94.0792788541161,NA,NA,NA,-214.163672889641,432.327345779283,435.494383656195,309781.874839868,35,36
"625",313,"BallCreek","regression coefficient",0.0184769777687259,0.000475542738645881,38.8545051099708,7.09548755100982e-24,0.983709880184201,0.98305827539157,68.294137321329,NA,NA,NA,-146.20195466113,296.403909322259,298.920102398302,116602.229811613,25,26
"626",313,"ShopeFork","regression coefficient",0.0198799975219303,0.0014326969429785,13.8759265309807,8.58219451764252e-16,0.846181795153694,0.841786989300943,92.3961043469724,NA,NA,NA,-213.513764822392,431.027529644785,434.194567521697,298796.403447381,35,36
"627",314,"BallCreek","regression coefficient",0.0198244481915647,0.000485944809849631,40.7956784180885,5.83839648050524e-23,0.986368652841567,0.985775985573809,57.1136500551553,NA,NA,NA,-130.624844864274,265.249689728548,267.605797389244,75025.287520323,23,24
"628",314,"ShopeFork","regression coefficient",0.0199700753770012,0.00140997364330184,14.1634387790652,4.65293396575406e-16,0.85144501432524,0.847200586163104,90.9306553011557,NA,NA,NA,-212.938210119181,429.876420238362,433.043458115274,289393.442572416,35,36
"629",315,"BallCreek","regression coefficient",0.0199207237023992,0.000566290640663,35.1775612591381,1.67423433478075e-21,0.981752705276133,0.980959344635965,66.5567875708856,NA,NA,NA,-134.297142184438,272.594284368877,274.950392029573,101885.537350388,23,24
"630",315,"ShopeFork","regression coefficient",0.020053192535986,0.00138354984921655,14.4940151938446,2.32671635315138e-16,0.857187435903687,0.853107076929506,89.2265575521426,NA,NA,NA,-212.257145534385,428.514291068769,431.681328945681,278648.250041204,35,36
"631",316,"BallCreek","regression coefficient",0.0200394805375623,0.000619268016555914,32.3599475539084,1.10122228023136e-20,0.978508011299858,0.977573577008547,72.7832792346706,NA,NA,NA,-136.443479375395,276.88695875079,279.243066411486,121840.331931497,23,24
"632",316,"ShopeFork","regression coefficient",0.0202320153449187,0.00139057292350375,14.5494098173155,2.07392299743676e-16,0.858118840861123,0.854065093457155,89.679482860497,NA,NA,NA,-212.439423850957,428.878847701914,432.045885578826,281484.337614416,35,36
"633",317,"BallCreek","regression coefficient",0.0201234928368274,0.000680976468009795,29.5509371941146,8.4807944481955e-20,0.974337743320323,0.973221993029902,80.0359442088536,NA,NA,NA,-138.723229496967,281.446458993934,283.80256665463,147332.304404263,23,24
"634",317,"ShopeFork","regression coefficient",0.0204143765071494,0.00139883503271047,14.5938413249439,1.89159032968527e-16,0.858859701910617,0.854827121965206,90.2123148094529,NA,NA,NA,-212.652685450505,429.305370901011,432.472408777923,284839.161014794,35,36
"635",318,"BallCreek","regression coefficient",0.0202122219745174,0.000743306562806491,27.1923093187856,5.45876724476202e-19,0.969832967215298,0.968521357094224,87.3616716370872,NA,NA,NA,-140.825168948369,285.650337896738,288.006445557434,175537.418438204,23,24
"636",318,"ShopeFork","regression coefficient",0.0206017981308365,0.00140810976279326,14.6308183319238,1.75240342000601e-16,0.859472090077743,0.855457006937107,90.8104517236963,NA,NA,NA,-212.890589308563,429.781178617127,432.948216494039,288628.834979162,35,36
"637",319,"BallCreek","regression coefficient",0.0201953137395099,0.000828598747584987,24.3728509104928,6.24074029657875e-18,0.962725019022562,0.961104367675717,97.3861597994076,NA,NA,NA,-143.432227920763,290.864455841525,293.220563502221,218133.474770942,23,24
"638",319,"ShopeFork","regression coefficient",0.0206814270138503,0.00142522726317145,14.5109678633495,2.24616735724083e-16,0.857473395728274,0.853401207034796,91.9143769877609,NA,NA,NA,-213.32557992595,430.6511598519,433.818197728813,295688.844396688,35,36
"639",320,"BallCreek","regression coefficient",0.0201875097201262,0.000913764326020116,22.0926875182932,5.46665644297702e-17,0.954997863142292,0.953041248496305,107.39576777319,NA,NA,NA,-145.780308026038,295.560616052077,297.916723712773,265278.571518636,23,24
"640",320,"ShopeFork","regression coefficient",0.0207906803899138,0.00144361693339789,14.4017986412629,2.81971037504086e-16,0.855617592016851,0.85149238036019,93.1003457981757,NA,NA,NA,-213.787115757488,431.574231514977,434.741269391889,303368.603570896,35,36
"641",321,"BallCreek","regression coefficient",0.0201885665564696,0.000998682738675325,20.215195251345,3.82896738894708e-16,0.946716597884855,0.944399928227674,117.376326069778,NA,NA,NA,-147.913055068295,299.826110136591,302.182217797287,316875.644197694,23,24
"642",321,"ShopeFork","regression coefficient",0.0208970028022678,0.00146509462751189,14.2632444415938,3.76989902093966e-16,0.85321263564797,0.849018710952198,94.4854644558338,NA,NA,NA,-214.31876767589,432.63753535178,435.804573228692,312462.604770212,35,36
"643",322,"BallCreek","regression coefficient",0.020318869173267,0.00105843118587548,19.1971565505794,1.1789263726042e-15,0.941256220846459,0.938702143491958,124.398629499224,NA,NA,NA,-149.307597344458,302.615194688915,304.971302349611,355925.43748956,23,24
"644",322,"ShopeFork","regression coefficient",0.0210766006126643,0.00148307255960418,14.2114426406011,4.20445880639591e-16,0.852298926232741,0.848078895553677,95.644879849077,NA,NA,NA,-214.757829327875,433.515658655751,436.682696532663,320178.006447053,35,36
"645",323,"BallCreek","regression coefficient",0.0204533988655135,0.00111876366734114,18.2821443550478,3.39229715448715e-15,0.935616935721218,0.932817672056923,131.489575144791,NA,NA,NA,-150.638071152122,305.276142304244,307.63224996494,397658.692550427,23,24
"646",323,"ShopeFork","regression coefficient",0.021261532694121,0.00150246046310213,14.1511428861312,4.77549741782059e-16,0.851225168168482,0.846974458687581,96.8952257533139,NA,NA,NA,-215.225400332614,434.450800665228,437.61783854214,328603.967082498,35,36
"647",324,"BallCreek","regression coefficient",0.02059186285375,0.00117975600772611,17.454340320283,9.19286685562382e-15,0.929803999708098,0.926751999695407,138.658074764882,NA,NA,NA,-151.912073636126,307.824147272253,310.180254932948,442199.41904258,23,24
"648",324,"ShopeFork","regression coefficient",0.0212751989029226,0.00155000082898892,13.7259274350199,1.1853546907841e-15,0.843331109317227,0.838854855297719,99.9611530093859,NA,NA,NA,-216.346850471855,436.693700943709,439.860738820621,349728.123883805,35,36
"649",325,"BallCreek","regression coefficient",0.0207349405240096,0.00124129716333998,16.7042519199977,2.35177492828832e-14,0.923849136689396,0.920538229588935,145.891077267384,NA,NA,NA,-153.132456555814,310.264913111628,312.621020772324,489536.747803471,23,24
"650",325,"ShopeFork","regression coefficient",0.021317664977442,0.00159474107177908,13.367477237957,2.59037249650594e-15,0.836210910854422,0.83153122259312,102.846497437325,NA,NA,NA,-217.371263586581,438.742527173161,441.909565050074,370209.0712294,35,36
"651",326,"BallCreek","regression coefficient",0.0208904530030081,0.00130326681980706,16.0292985945125,5.65044452815478e-14,0.917839071394238,0.914266857107031,153.174441965927,NA,NA,NA,-154.301667395659,312.603334791318,314.959442452014,539635.422446183,23,24
"652",326,"ShopeFork","regression coefficient",0.0214311973841446,0.00163548508565444,13.1038782145598,4.64547038686999e-15,0.83068199417931,0.825844336870147,105.474120938577,NA,NA,NA,-218.279473861906,440.558947723812,443.725985600724,389367.656571795,35,36
"653",327,"BallCreek","regression coefficient",0.0210509694846763,0.00136598323426925,15.4108549479656,1.29702826270749e-13,0.911706372324107,0.907867518946894,160.545573986898,NA,NA,NA,-155.429677879999,314.859355759998,317.215463420694,592822.270515999,23,24
"654",327,"ShopeFork","regression coefficient",0.0214772265168131,0.00161203835326256,13.3230245256547,2.85693687293352e-15,0.835296429318794,0.830590613013616,103.962016970398,NA,NA,NA,-217.759633405727,439.519266811453,442.686304688365,378283.534039369,35,36
"655",328,"BallCreek","regression coefficient",0.0208826132948901,0.00135967508374199,15.358532008558,1.39325871575238e-13,0.911157294024535,0.907294567677775,159.804169830692,NA,NA,NA,-155.318588473114,314.637176946227,316.993284606923,587359.571991364,23,24
"656",328,"ShopeFork","regression coefficient",0.0215291439980674,0.00158918716718295,13.5472677118522,1.74700952441509e-15,0.839837796840985,0.835261733893584,102.488320398481,NA,NA,NA,-217.245669821114,438.491339642229,441.658377519141,367634.953633558,35,36
"657",329,"BallCreek","regression coefficient",0.0206618411111817,0.00136521864666585,15.1344556871108,1.89733842552886e-13,0.908748897413889,0.904781458171014,160.455711130187,NA,NA,NA,-155.416240496926,314.832480993853,317.188588654549,592158.81038876,23,24
"658",329,"ShopeFork","regression coefficient",0.0215739042665754,0.00156871473061013,13.7525987648401,1.11900617577448e-15,0.84384339614008,0.839381778886939,101.168031837045,NA,NA,NA,-216.778892786365,437.557785572729,440.724823449641,358223.973302349,35,36
"659",330,"BallCreek","regression coefficient",0.02036867320365,0.00138686374904276,14.6868596267722,3.55639507371194e-13,0.903646294709293,0.899457003174914,162.999684802723,NA,NA,NA,-155.793767833789,315.587535667578,317.943643328274,611084.6366531,23,24
"660",330,"ShopeFork","regression coefficient",0.0215793632639336,0.00155519387650754,13.8756740171803,8.58684377058956e-16,0.846177057820167,0.841782116615029,100.296058002909,NA,NA,NA,-216.467261526678,436.934523053355,440.101560930268,352075.473782304,35,36
"661",331,"BallCreek","regression coefficient",0.0201442599601027,0.00139516590365758,14.4386125745278,5.0732855095448e-13,0.900636588147994,0.896316439806602,163.975446543076,NA,NA,NA,-155.937010233843,315.874020467686,318.230128128382,618422.782587025,23,24
"662",331,"ShopeFork","regression coefficient",0.0216402079764277,0.00153719686420992,14.0777075989875,5.57959033178688e-16,0.84990255539404,0.845614056976726,99.135412107534,NA,NA,NA,-216.048233136128,436.096466272256,439.263504149168,343974.047680571,35,36
"663",332,"BallCreek","regression coefficient",0.0199518476635685,0.00139781625997416,14.2735839000308,6.44235144005286e-13,0.89856008123709,0.894149649986528,164.286945956423,NA,NA,NA,-155.982559089485,315.96511817897,318.321225839666,620774.614068836,23,24
"664",332,"ShopeFork","regression coefficient",0.0217351167917509,0.00151698255931128,14.3278620168308,3.29154447244701e-16,0.854341232614085,0.850179553545916,97.8317707241491,NA,NA,NA,-215.57168902939,435.143378058779,438.310415935692,334986.937705786,35,36
"665",333,"BallCreek","regression coefficient",0.0198139496682651,0.00139012383534247,14.2533702138729,6.63467136564557e-13,0.898301440589026,0.893879764092896,163.382846479311,NA,NA,NA,-155.85011818089,315.70023636178,318.056344022475,613960.954044688,23,24
"666",333,"ShopeFork","regression coefficient",0.0217417444987709,0.00146536981234084,14.8370358906464,1.1471847264964e-16,0.862819140208806,0.858899687071914,94.5032114094343,NA,NA,NA,-214.32552882524,432.65105765048,435.818095527392,312579.993834368,35,36
"667",334,"BallCreek","regression coefficient",0.0198682356983544,0.00142773691208847,13.9158941189602,1.08963878545608e-12,0.89383902103539,0.889223326297799,167.803554467598,NA,NA,NA,-156.490864861604,316.981729723208,319.337837383904,647634.756515082,23,24
"668",334,"ShopeFork","regression coefficient",0.0220207909187511,0.00147570626644263,14.9222046551546,9.64243826997514e-17,0.864168501228111,0.860287601263199,95.1698200013264,NA,NA,NA,-214.578574900755,433.157149801509,436.324187678422,317005.31236797,35,36
"669",335,"BallCreek","regression coefficient",0.019924063244697,0.00146551373319545,13.5952756998421,1.76147245110127e-12,0.889333437728415,0.884521848064433,172.243507518167,NA,NA,NA,-157.117630631435,318.23526126287,320.591368923566,682359.995289702,23,24
